"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"25456","Spain",120,36959.92,676.72,1111.59,73.68,8617.13,"Springs","Air Springs",26,3388.2,1008,18,"Others","e >500","NAM"
"25457","Spain",4,1572.82,63.03,43.3,17.76,215.68,"Springs","Air Springs",28,152,3806,18,"Nationals","e >500","ITA"
"25458","Spain",21,7672.96,397.27,321.35,6.56,1491.52,"Springs","Air Springs",21,474.6,1443,29,"Others","c 100-250","CEU"
"25459","Spain",15,3470.92,115.29,277.22,34.29,928.79,"Springs","Air Springs",21,321,572,18,"Nationals","e >500","CEU"
"25460","Spain",6,2153.77,53.81,127.21,4.14,396.12,"Springs","Air Springs",19,128.4,3730,4,"Nationals","e >500","CSI"
"25461","Spain",10,3417.47,188.05,149.8,3.37,717.66,"Springs","Air Springs",21,226,33,4,"Others","c 100-250","CEU"
"25462","Spain",1,1560.76,34.72,76.84,0.7,14.48,"Springs","Air Springs",36,0,1,4,"Strategic","Strategic","ITA"
"25463","UK",1,359.22,74.94,13.49,0.82,107.4,"Springs","Air Springs",23,34.23,1034,4,"Others","a 0-20","UKE"
"25464","Spain",10,2879.57,131.17,315.75,4.11,539.9,"Springs","Air Springs",25,234,4466,4,"Others","e >500","CEU"
"25465","USA",28,12389.05,895.98,886.51,41.5,1622.45,"Springs","Air Springs",24,678.6,1729,64,"Strategic","Strategic","NAM"
"25466","USA",1,442.47,39.25,44.86,61.3,58.69,"Springs","Air Springs",24,678.6,822,4,"Others","b 20-100","NAM"
"25467","Spain",22,5505.08,250.69,614.62,8.74,1320.05,"Springs","Air Springs",25,660,1581,4,"Others","e >500","CEU"
"25468","Spain",5,1251.09,63.98,99.84,1.52,299.67,"Springs","Air Springs",25,468,3412,4,"Others","e >500","SCA"
"25469","Spain",15,3753.26,185.21,419.04,5.96,899.02,"Springs","Air Springs",25,468,549,4,"Others","e >500","CEU"
"25470","Spain",5,2437.2,114.51,213.41,2.28,321.4,"Springs","Air Springs",27,206,3470,4,"Nationals","d 250-500","ITA"
"25471","Spain",10,2943.88,123.8,313.75,3.48,706.04,"Springs","Air Springs",18,300,312,4,"Others","e >500","CEU"
"25472","Spain",2,1013.81,63.8,101.15,1.23,129.8,"Springs","Air Springs",27,165.6,1908,4,"Nationals","d 250-500","ITA"
"25473","Spain",2,1013.81,59.89,102.75,1.39,129.8,"Springs","Air Springs",27,165.6,1908,4,"Others","d 250-500","APA"
"25474","Spain",5,1925.83,90.26,126.06,1.66,460.57,"Springs","Air Springs",28,200,4028,4,"Others","c 100-250","ITA"
"25475","Spain",3,4943.53,76.81,248.12,2.61,21.33,"Springs","Air Springs",1,0,1,4,"Strategic","Strategic","ITA"
"25477","USA",2,3295.69,137.44,144.58,19.67,14.22,"Springs","Air Springs",1,0,1,4,"Strategic","Strategic","NAM"
"25478","USA",30,12778.82,715.6,855.14,44.9,1702.99,"Springs","Air Springs",29,929.04,2188,29,"Nationals","e >500","NAM"
"25479","USA",20,8550.57,553.23,645.75,33.94,1230.75,"Springs","Air Springs",33,619.36,1481,18,"Nationals","e >500","NAM"
"25480","Spain",30,7530.64,205.16,465.6,8.63,1261.77,"Springs","Air Springs",19,600,1508,4,"Nationals","d 250-500","ITA"
"25481","Spain",15,8040.07,188.77,393.38,6.57,683.78,"Springs","Air Springs",21,300,4005,4,"Nationals","d 250-500","ITA"
"25482","Spain",30,10477.47,188.31,729.05,47.28,1787.56,"Springs","Air Springs",24,708,2171,40,"Nationals","e >500","ITA"
"25483","Spain",6,1980.31,81.76,215.32,1.57,317.57,"Springs","Air Springs",23,111.6,3330,18,"Others","b 20-100","ITA"
"25484","Spain",40,9673.78,305.59,614.6,11.51,2026.76,"Springs","Air Springs",20,840,2379,29,"Nationals","d 250-500","ITA"
"25485","Spain",1,363.4,25.53,11.3,0.35,151.02,"Springs","Air Springs",24,23.6,825,4,"Others","d 250-500","CSI"
"25486","Spain",30,10171.61,548.83,444.53,9.94,1736.26,"Springs","Air Springs",23,558,1749,18,"Others","c 100-250","CEU"
"25487","Spain",30,9567.14,262.68,542.95,9.73,1480.3,"Springs","Air Springs",15,660,1662,4,"Nationals","d 250-500","ITA"
"25488","Spain",20,6279.49,155.12,363.6,6.57,944.12,"Springs","Air Springs",18,400,532,4,"Nationals","d 250-500","ITA"
"25489","Spain",3,1067.92,40.46,32.32,1,183.85,"Springs","Air Springs",27,930,2559,4,"Others","a 0-20","IAM"
"25490","Spain",28,9967.28,162.92,163.22,8.25,1695.19,"Springs","Air Springs",27,930,2225,4,"Others","e >500","APA"
"25491","Spain",7,2571.35,142.37,80.44,2.5,443.81,"Springs","Air Springs",27,210,4154,18,"Others","a 0-20","IAM"
"25492","Spain",3,1389.37,64,37.89,1.03,203.41,"Springs","Air Springs",27,90,2559,4,"Others","a 0-20","IAM"
"25493","Spain",20,3996.62,216.89,177.55,4.1,1018.32,"Springs","Air Springs",17,400,633,18,"Others","c 100-250","CEU"
"25495","Spain",100,16877.67,597.56,257.39,12.28,3765.1,"Springs","Air Springs",20,1620,3589,40,"Strategic","Strategic","CEU"
"25497","USA",14,2385.01,110.96,134.94,1.99,416.09,"Springs","Air Springs",20,280,4049,51,"Strategic","Strategic","NAM"
"25498","Spain",5,1553.26,31.75,36.11,1.33,334.35,"Springs","Air Springs",23,84.21,3055,4,"Nationals","e >500","ITA"
"25499","Spain",326,63022.37,808.91,2319.42,47.81,17774.8,"Springs","Air Springs",20,6017.96,2461,23,"Nationals","e >500","SCA"
"25500","USA",43,8981.59,818.64,989.77,12.81,1909.73,"Springs","Air Springs",23,913,2185,29,"Nationals","e >500","NAM"
"25501","USA",12,2506.49,227.49,274.76,3.56,532.95,"Springs","Air Springs",23,913,4234,4,"Nationals","e >500","NAM"
"25502","Spain",6,3222.06,60.65,156.78,5.01,706.86,"Springs","Air Springs",49,420,24,4,"Nationals","e >500","CSI"
"25503","Spain",96,17761.34,318.28,825.85,24.78,4057.58,"Springs","Air Springs",27,1593.6,3622,29,"Nationals","e >500","SCA"
"25504","Spain",128,24007.6,494.39,1825.18,200.87,5322.37,"Springs","Air Springs",20,2073.6,4300,40,"Nationals","e >500","CEU"
"25507","USA",11,1947.76,122.47,141.55,1.94,413.22,"Springs","Air Springs",26,8768.5,3810,29,"Strategic","Strategic","NAM"
"25508","USA",464,82160.23,5158.82,6752.25,924.4,17409.65,"Springs","Air Springs",26,8768.5,2134,27,"Strategic","Strategic","NAM"
"25509","USA",9,1881.92,128.53,150.07,2.22,383.33,"Springs","Air Springs",28,380,3498,29,"Strategic","Strategic","NAM"
"25510","USA",10,2091.02,143.06,153.07,1.96,425.92,"Springs","Air Springs",28,380,3738,4,"Strategic","Strategic","NAM"
"25511","USA",820,153754.77,8482.1,7803.97,568.62,28575.83,"Springs","Air Springs",18,19680,3140,16,"Strategic","Strategic","NAM"
"25512","Spain",244,74818.41,1298.55,2240.87,147.16,8706.06,"Springs","Air Springs",28,4392,1015,29,"Others","e >500","NAM"
"25513","Spain",2,753.75,21.27,28.21,2.7,119.27,"Springs","Air Springs",31,48,985,4,"Others","e >500","NAM"
"25514","USA",15,3129.5,178.2,162.84,2.23,614.54,"Springs","Air Springs",22,360,4384,29,"Strategic","Strategic","NAM"
"25515","Spain",10,1101.64,79.76,157.18,0.85,215.88,"Springs","Air Springs",18,539.88,2444,18,"Others","c 100-250","ITA"
"25516","Spain",4,440.66,34.15,46.61,0.51,86.35,"Springs","Air Springs",18,539.88,977,18,"Others","e >500","CEU"
"25517","Spain",15,1652.47,120.92,148.7,1.47,323.82,"Springs","Air Springs",18,539.88,3067,51,"Others","e >500","CEU"
"25518","Spain",4,440.66,25.93,70.97,0.63,86.35,"Springs","Air Springs",18,539.88,977,4,"Nationals","a 0-20","APA"
"25519","Spain",1,109.12,10.95,15.48,0.09,33.63,"Springs","Air Springs",18,114.52,1953,4,"Others","c 100-250","ITA"
"25521","USA",5,545.6,79.18,64.37,0.72,168.13,"Springs","Air Springs",18,114.52,922,18,"Nationals","d 250-500","NAM"
"25522","Spain",2,227.88,15.23,19.42,0.36,26.32,"Springs","Air Springs",17,5431.52,3084,4,"Others","e >500","SCA"
"25523","Spain",175,19939.91,614.65,934.93,14.86,2282.51,"Springs","Air Springs",17,5431.52,2759,40,"Others","c 100-250","CEU"
"25524","Spain",2,227.88,11.34,32.28,0.18,26.32,"Springs","Air Springs",17,5431.52,3084,18,"Others","c 100-250","ITA"
"25525","Spain",4,455.77,19.24,32.16,0.37,52.65,"Springs","Air Springs",17,5431.52,4407,4,"Others","a 0-20","ITA"
"25526","Spain",7,797.6,44.71,83.84,0.73,92.13,"Springs","Air Springs",17,5431.52,1207,18,"Others","e >500","ITA"
"25528","Spain",5,569.71,18.45,94.36,0.61,65.81,"Springs","Air Springs",17,5431.52,922,4,"Others","c 100-250","CSI"
"25529","Spain",6,683.65,21.5,81.26,0.59,78.97,"Springs","Air Springs",17,5431.52,1093,4,"Others","a 0-20","IAM"
"25530","Spain",8,911.54,34.92,88.41,0.84,105.29,"Springs","Air Springs",17,5431.52,1330,40,"Others","d 250-500","APA"
"25532","Spain",27,3076.44,101.39,124.39,2.84,355.36,"Springs","Air Springs",17,5431.52,3712,4,"Others","c 100-250","APA"
"25533","Spain",52,5925,367.11,670.9,10.16,684.4,"Springs","Air Springs",17,5431.52,229,68,"Others","e >500","CEU"
"25534","Spain",3,341.83,20.28,33.47,0.57,39.48,"Springs","Air Springs",17,5431.52,3925,18,"Others","e >500","CEU"
"25536","Spain",16,1823.08,79.53,49.11,1.46,210.58,"Springs","Air Springs",17,5431.52,2655,18,"Others","e >500","CEU"
"25537","Spain",4,455.77,16.58,73.74,0.67,52.65,"Springs","Air Springs",17,5431.52,4407,4,"Nationals","a 0-20","APA"
"25538","UK",3,341.83,97.77,17.66,12.19,39.48,"Springs","Air Springs",17,5431.52,3925,4,"Nationals","d 250-500","UKE"
"25539","UK",6,683.65,131.86,23.79,1.28,78.97,"Springs","Air Springs",17,5431.52,1093,18,"Nationals","c 100-250","UKE"
"25540","UK",7,797.6,86.21,14.25,0.76,92.13,"Springs","Air Springs",17,5431.52,1207,4,"Others","b 20-100","UKE"
"25541","Spain",2,250.53,27.79,20.55,0.19,195.9,"Springs","Air Springs",16,30,904,4,"Others","d 250-500","ITA"
"25542","Spain",60,7805.15,259.75,369.36,6.02,1780.33,"Springs","Air Springs",15,1005,2282,18,"Others","c 100-250","CEU"
"25544","Spain",5,650.43,36.96,220.17,0.68,150.09,"Springs","Air Springs",15,1005,2111,4,"Others","a 0-20","FRA"
"25545","Spain",2,260.17,17.74,30.34,0.53,60.04,"Springs","Air Springs",15,1005,904,18,"Others","e >500","CEU"
"25546","Spain",11,1317.91,74.04,102.87,2.04,380.33,"Springs","Air Springs",16,240,3376,18,"Others","c 100-250","IAM"
"25547","Spain",5,599.05,28.08,27.94,0.45,172.88,"Springs","Air Springs",16,240,1969,4,"Others","c 100-250","CEU"
"25548","Spain",7,831.36,46.51,76.4,0.89,163.29,"Springs","Air Springs",16,855,2121,29,"Others","e >500","CEU"
"25549","Spain",50,5938.26,275.76,157.03,4.4,1166.33,"Springs","Air Springs",16,855,1405,40,"Others","e >500","CEU"
"25550","Spain",11,1359.47,47.68,153.17,1.23,247.56,"Springs","Air Springs",15,1365,3046,4,"Others","b 20-100","APA"
"25551","Spain",2,247.18,13.88,15.7,0.31,45.01,"Springs","Air Springs",15,1365,4183,18,"Others","e >500","SCA"
"25552","Spain",5,617.94,27.93,47.97,0.94,112.53,"Springs","Air Springs",15,1365,1813,4,"Others","c 100-250","IAM"
"25553","Spain",11,1359.47,57.02,72.92,1.59,247.56,"Springs","Air Springs",15,1365,3046,29,"Others","c 100-250","CEU"
"25554","Spain",4,494.35,33.93,54.62,0.63,90.02,"Springs","Air Springs",15,1365,1207,18,"Others","e >500","ITA"
"25555","Spain",3,370.76,18.51,30.48,0.29,67.52,"Springs","Air Springs",15,1365,977,4,"Others","d 250-500","ITA"
"25556","Spain",8,988.71,41.66,95.17,0.84,180.04,"Springs","Air Springs",15,1365,2511,4,"Others","d 250-500","APA"
"25557","Spain",25,3089.71,215.39,357.09,5.88,562.64,"Springs","Air Springs",15,1365,37,51,"Others","e >500","CEU"
"25558","Spain",5,617.94,38.38,59.17,0.9,112.53,"Springs","Air Springs",15,1365,1813,18,"Others","e >500","CEU"
"25561","USA",5,617.94,83.64,93.88,1.24,112.53,"Springs","Air Springs",15,1365,1813,4,"Others","a 0-20","NAM"
"25562","USA",9,1112.29,150.54,168.98,2.24,202.55,"Springs","Air Springs",15,1365,2643,51,"Others","a 0-20","NAM"
"25564","Spain",10,1226.1,59.19,117.78,1.82,381.98,"Springs","Air Springs",16,165,3350,18,"Others","e >500","CEU"
"25565","Spain",15,1911.5,107.91,147.27,2.75,522.36,"Springs","Air Springs",15,225,4046,29,"Others","c 100-250","IAM"
"25566","Spain",2,257.76,16.95,19.74,0.37,199.32,"Springs","Air Springs",16,30,900,4,"Others","c 100-250","IAM"
"25567","Spain",95,12144.34,236.45,1368.15,10.99,2422.72,"Springs","Air Springs",16,1800,2839,29,"Others","b 20-100","APA"
"25568","Spain",25,3195.88,72.92,158.98,2.92,643.02,"Springs","Air Springs",16,1800,220,4,"Others","c 100-250","CEU"
"25570","Spain",2,265.32,13.23,21.74,0.2,56.54,"Springs","Air Springs",15,555,4456,4,"Others","d 250-500","ITA"
"25571","Spain",11,1459.24,60.2,140.84,1.16,310.96,"Springs","Air Springs",15,555,3385,4,"Others","d 250-500","APA"
"25572","Spain",22,2918.48,186.8,320.99,4.25,621.91,"Springs","Air Springs",15,555,77,29,"Others","e >500","CEU"
"25574","Spain",2,410.19,15.86,43.29,0.28,93.25,"Springs","Air Springs",15,90,1095,4,"Nationals","c 100-250","ITA"
"25575","Spain",3,615.29,27.01,54.62,0.47,139.87,"Springs","Air Springs",15,90,1856,18,"Others","e >500","CEU"
"25577","Spain",2,333.61,12.58,24.23,0.25,79.96,"Springs","Air Springs",15,3045,1095,4,"Others","e >500","IAM"
"25578","Spain",75,12510.55,616.3,1368.38,9.36,2977.91,"Springs","Air Springs",15,3045,3216,5,"Others","b 20-100","ITA"
"25579","Spain",11,1834.88,91.57,118.87,1.5,439.8,"Springs","Air Springs",15,3045,4065,29,"Others","c 100-250","ITA"
"25580","Spain",35,5838.26,232.07,765.48,5.21,1399.37,"Springs","Air Springs",15,3045,1606,60,"Others","a 0-20","ITA"
"25581","Spain",12,2001.69,103.98,158.48,1.44,479.79,"Springs","Air Springs",15,3045,4251,29,"Others","d 250-500","ITA"
"25582","Spain",3,500.42,19.86,54.36,0.41,119.95,"Springs","Air Springs",15,3045,1859,4,"Others","b 20-100","ITA"
"25583","Spain",30,5004.22,253.67,549.82,4.15,1199.46,"Springs","Air Springs",15,3045,1457,74,"Nationals","c 100-250","ITA"
"25584","Spain",8,1334.46,71.89,133.95,0.8,319.86,"Springs","Air Springs",15,3045,3479,40,"Others","e >500","ITA"
"25585","Spain",3,500.42,16.42,39.91,0.38,119.95,"Springs","Air Springs",15,3045,1859,4,"Nationals","e >500","ITA"
"25586","Spain",1,166.81,15.88,26.96,0.16,39.98,"Springs","Air Springs",15,3045,3943,4,"Others","a 0-20","ITA"
"25587","Spain",12,2001.69,127.21,221.63,3.03,479.79,"Springs","Air Springs",15,3045,4251,40,"Others","e >500","CEU"
"25588","Spain",7,1167.65,67.33,108.3,1.35,279.87,"Springs","Air Springs",15,3045,3309,29,"Others","e >500","CEU"
"25589","Spain",2,333.61,44.46,64.8,0.29,79.96,"Springs","Air Springs",15,3045,1095,4,"Others","a 0-20","IAM"
"25590","UK",2,333.61,58.65,10.32,0.55,79.96,"Springs","Air Springs",15,3045,1095,4,"Nationals","d 250-500","UKE"
"25591","Spain",18,3704.99,154.35,369.9,2.07,650.26,"Springs","Air Springs",15,270,62,29,"Others","e >500","ITA"
"25592","Spain",45,7538.88,1307.35,173.32,4.24,1508.77,"Springs","Air Springs",15,1680,1653,60,"Others","e >500","ITA"
"25593","Spain",2,335.06,15.24,18.99,0.27,67.06,"Springs","Air Springs",15,1680,922,18,"Others","a 0-20","ITA"
"25594","Spain",11,1842.84,63.24,128.68,8.43,368.81,"Springs","Air Springs",15,1680,3731,18,"Nationals","e >500","ITA"
"25596","Spain",40,6701.23,281.98,416.76,4.69,1341.13,"Springs","Air Springs",15,1680,1544,40,"Others","b 20-100","ITA"
"25597","Spain",10,1675.31,60.16,131.08,1.51,335.28,"Springs","Air Springs",15,1680,3500,4,"Nationals","a 0-20","CSI"
"25598","Spain",1,167.53,21.9,32.53,0.15,33.53,"Springs","Air Springs",15,1680,3502,4,"Others","a 0-20","IAM"
"25599","UK",2,335.06,57.87,10.33,0.55,67.06,"Springs","Air Springs",15,1680,922,4,"Nationals","d 250-500","UKE"
"25600","Spain",15,3218.12,100.58,100.18,2.42,569.38,"Springs","Air Springs",19,1574.72,89,4,"Nationals","d 250-500","CSI"
"25601","Spain",32,6865.32,175.84,426.86,5.17,1214.68,"Springs","Air Springs",19,1574.72,1527,18,"Others","b 20-100","IAM"
"25603","Spain",8,1716.33,63.83,43.26,1.1,303.67,"Springs","Air Springs",19,1574.72,3484,29,"Others","e >500","CEU"
"25604","Spain",3,996.95,23.14,52.5,0.72,230.01,"Springs","Air Springs",26,69.21,1360,4,"Others","b 20-100","CSI"
"25605","Spain",24,6551.5,495.75,161.34,5.63,600.94,"Springs","Air Springs",17,392.64,3395,4,"Others","e >500","SCA"
"25606","Spain",25,3599.47,100.71,131.19,12.12,560.28,"Springs","Air Springs",16,409,3937,18,"Others","e >500","NAM"
"25607","Spain",20,2572.78,96.46,218.48,2.39,463.89,"Springs","Air Springs",17,327.2,3431,18,"Others","d 250-500","ITA"
"25608","Spain",18,2588.48,90.86,180.87,3.2,506.95,"Springs","Air Springs",17,289.26,4017,4,"Others","b 20-100","CSI"
"25609","Brasil",1,315.49,87.59,41.69,0.36,47.26,"Springs","Air Springs",30,1680,4196,4,"Nationals","a 0-20","SAM"
"25610","Spain",11,3470.37,157.18,496.06,2.76,519.87,"Springs","Air Springs",30,1680,4377,29,"Others","c 100-250","ITA"
"25611","Spain",1,315.49,12.23,37.58,0.31,47.26,"Springs","Air Springs",30,1680,4196,4,"Others","d 250-500","ITA"
"25612","Spain",5,1577.44,43.04,144.68,1.68,236.3,"Springs","Air Springs",30,1680,2951,4,"Others","a 0-20","ITA"
"25613","Spain",15,4732.32,124.73,402.68,3.43,708.91,"Springs","Air Springs",30,1680,254,18,"Nationals","c 100-250","ITA"
"25614","Spain",2,630.98,34.23,69.28,0.93,94.52,"Springs","Air Springs",30,1680,1214,18,"Others","e >500","CEU"
"25615","Spain",7,2208.42,107.12,205.2,2.5,330.82,"Springs","Air Springs",30,1680,3497,29,"Others","e >500","CEU"
"25616","Spain",44,15486.03,167.11,587.02,12.87,3207.86,"Springs","Air Springs",29,1760,3544,40,"Nationals","e >500","SCA"
"25617","Spain",18,6561.87,148.1,246.25,5.33,1391.2,"Springs","Air Springs",33,720,1611,29,"Nationals","e >500","SCA"
"25626","Spain",17,3120.18,137.74,234.87,2.76,807.23,"Springs","Air Springs",17,585,405,51,"Others","e >500","IAM"
"25627","Spain",6,1101.24,88.76,55.77,2.62,284.91,"Springs","Air Springs",17,585,3310,4,"Nationals","d 250-500","UKE"
"25628","Spain",3,550.62,24.77,52.95,0.46,142.45,"Springs","Air Springs",17,585,2011,18,"Others","d 250-500","APA"
"25629","Spain",16,3035.25,91.79,224.42,2.41,930.03,"Springs","Air Springs",18,832.5,591,29,"Others","e >500","IAM"
"25631","Spain",20,3794.06,206.59,370.37,6.06,1162.54,"Springs","Air Springs",18,832.5,1452,29,"Others","e >500","CEU"
"25633","Spain",100,13811.07,506.81,1070.97,17.08,4006.54,"Springs","Air Springs",16,2290.4,3848,29,"Others","b 20-100","ITA"
"25634","Spain",14,1933.55,89.35,155.64,1.56,563.82,"Springs","Air Springs",16,2290.4,41,29,"Others","d 250-500","ITA"
"25635","Spain",20,2762.21,109.24,325.32,2.42,805.46,"Springs","Air Springs",16,2290.4,439,18,"Others","d 250-500","ITA"
"25637","UK",3,414.33,87.56,14.54,0.87,120.82,"Springs","Air Springs",16,2290.4,1885,4,"Others","a 0-20","UKE"
"25639","USA",285,65722.22,4718.81,5851.53,75.66,12625.42,"Springs","Air Springs",27,15072.32,1878,49,"Nationals","e >500","NAM"
"25640","USA",251,57881.67,4150.8,5145.8,66.54,11116.75,"Springs","Air Springs",27,15072.32,1784,15,"Nationals","e >500","NAM"
"25641","Spain",98,32461.84,355.57,786.78,22.35,6027.4,"Springs","Air Springs",31,3920,861,68,"Nationals","e >500","CSI"
"25642","Spain",20,6701.77,359.88,557.35,6.49,1078.05,"Springs","Air Springs",30,800,632,40,"Others","d 250-500","ITA"
"25643","Spain",449,58222.07,1010.55,4496.79,59.61,9249.31,"Springs","Air Springs",23,7345.64,1073,15,"Nationals","e >500","CEU"
"25644","Spain",5,1818.92,86.51,150.18,1.72,405.57,"Springs","Air Springs",30,200,3808,4,"Others","d 250-500","ITA"
"25645","Spain",617,103548.32,1575.48,815.48,1545.16,26462.91,"Springs","Air Springs",19,10094.12,3113,43,"Strategic","Strategic","CEU"
"25646","Spain",5,690.96,29.3,54.26,0.78,275.24,"Springs","Air Springs",15,75,1983,4,"Nationals","e >500","CEU"
"25647","Spain",10,1169.7,79.93,78.34,1.75,272.4,"Springs","Air Springs",18,163.6,1945,4,"Others","e >500","SCA"
"25648","USA",196,62901.8,4000.91,4812.02,62.16,10622.57,"Springs","Air Springs",30,8040,1287,33,"Nationals","e >500","NAM"
"25649","USA",5,1604.64,103.38,124.74,1.61,271.51,"Springs","Air Springs",30,8040,3078,18,"Nationals","e >500","NAM"
"25650","Spain",10,1272.46,56.02,97.95,1.29,294.84,"Springs","Air Springs",22,163.6,1945,18,"Nationals","e >500","CEU"
"25651","Spain",36,5742.21,187.89,310.97,376.17,1697.42,"Springs","Air Springs",25,5905.96,1774,4,"Nationals","e >500","CEU"
"25653","Spain",324,51679.9,1689.45,2594.18,1456.05,15256.07,"Springs","Air Springs",25,5905.96,2035,60,"Nationals","e >500","CEU"
"25654","Spain",6,791.37,47.06,123.9,0.64,303.99,"Springs","Air Springs",21,98.16,2016,4,"Nationals","e >500","CEU"
"25655","Spain",40,6559.22,236.87,328.62,183.14,1731.21,"Springs","Air Springs",24,654.4,2181,18,"Nationals","e >500","CEU"
"25656","USA",3,823.52,53,36.1,1.68,113.78,"Springs","Air Springs",19,63,1257,4,"Strategic","Strategic","NAM"
"25658","USA",74,17743.82,1072.78,1093.48,51.12,2380.23,"Springs","Air Springs",19,1575,2776,9,"Strategic","Strategic","NAM"
"25659","Spain",8,1069.84,55.03,58.39,1.09,397.45,"Springs","Air Springs",22,130.88,3158,4,"Nationals","e >500","SAM"
"25660","USA",97,22563.54,2390,2915.79,37.78,4188.91,"Springs","Air Springs",25,2727.64,3864,9,"Nationals","b 20-100","NAM"
"25661","Spain",60,10192.51,229.59,766.79,8.92,977.75,"Springs","Air Springs",23,964.2,416,29,"Nationals","e >500","CEU"
"25662","Spain",21,3442.18,234.67,172.74,3.47,599.24,"Springs","Air Springs",16,337.47,4276,29,"Others","a 0-20","ITA"
"25663","Spain",80,13683.26,300.92,1027.39,11.83,1561.21,"Springs","Air Springs",23,1285.6,1416,40,"Nationals","e >500","CEU"
